pais_de_origem;razao_social;cnpj;logradouro;cidade;uf;cep;e_mail;cotm;vigencia Mês;Vigência Dia;Vigência Ano
BRASIL;ILT TRANSPORTES LTDA;47009019000162;AV. CORONEL MARCOS KONDER Nº 1024 - SALA 103 A;Itajaí;SC;88301302;financeiro@grupoilt.com.br;1486-0425;4;9;2035
BRASIL;AYA GLOBAL AGENCIAMENTOS LTDA;36771417000103;Rua Egon Muller, nº 107, Lote 042, Sala 05 e 16B;Itajaí;SC;88307322;LEONARDO@AYAGLOBAL.COM.BR;1531-0226;2;26;2036
BRASIL;AYA GLOBAL AGENCIAMENTOS LTDA;36771417000103;Rua Egon Muller, nº 107, Lote 042, Sala 05 e 16B;Itajaí;SC;88307322;JF@AYAGLOBAL.COM.BR;1531-0226;2;26;2036
BRASIL;MARCONE VIDAL SERVIÇOS DE LOGÍSTICA LTDA;25408353000156;Rua Dr Pedro Ferreira nº 333,;Itajaí;SC;88301030;marcone@conlinebr.com.br;1506-0725;7;10;2035
BRASIL;Vmg Transporte E Logistica Ltda.;14781362000171;Estrada 5000 Jose Alves Até 2350/2351 SN, Fundos estrada Vicinal;Itapoá;SC;89365080;CLEMIR.ALVES@ELITECARGAS.COM.BR;1468-0225;2;10;2035
BRASIL;Alves & Andrade Transportes Ltda;5638569000109;ESTRADA JOSE ALVES 77;Itapoá;SC;89249000;CLEMIR.ALVES@ELITECARGAS.COM;1473-0225;2;18;2035
BRASIL;Rmc Transportes E Agenciamento De Cargas Ltda;9265225000144;RUA HERBERTO SASSE, Nº 31 - ILHA DA FIGUEIRA;Jaraguá do Sul;SC;89258120;gerencia@rmccargo.com.br;1239-0422;4;20;2032
BRASIL;Luisa E Miguel Transportes Ltda;31402132000173;RUA QUINZE DE NOVEMBRO Nº 4315 - SALA 107 B - CENTRO COMERCIAL EXPOVILLE - GLÓRIA;Joinville;SC;89216203;DEBORA@LUMILOGISTICS.COM.BR;1116-0920;9;21;2030
BRASIL;M3 Transportes Rodoviários Eireli;30187943000136;RUA JAROSLAU CLEMENTE PESCH Nº 202 - SALA 03 - NOVA BRASÍLIA;Joinville;SC;89213140;JOSIEL@M3LOGISTICA.COM.BR;1290-0922;9;15;2032
BRASIL;Transporte Mann Eireli;78663788000103;AV. EDMUNDO DOUBRAWA Nº 700 - DISTRITO INDUSTRIAL;Joinville;SC;89219502;ALEXANDRE@TRANSMANN.COM.BR;1058-0320;3;6;2030
BRASIL;Ícaro Express Logística Ltda;6225952000190;Rua Dona Francisca, 8.300, Bloco C, Módulo 8 - Zona Industrial Norte;Joinville;SC;89219600;rubens@icaroexpress.com.br;0872-1117;11;17;2027
BRASIL;Ícaro Express Logística Ltda;6225952000190;Rua Dona Francisca, 8.300, Bloco C, Módulo 8 - Zona Industrial Norte;Joinville;SC;89219600; lillia@icaroexpress.com;0872-1117;11;17;2027
BRASIL;Deutsche Cargo Do Brasil Ltda ;10403318000177;Rua Dona Francisca, 8300, Bloco C, sala 1, módulo 8 - Distrito Industrial Norte;Joinville;SC;89219600;pedro.paulo@icaroexpress.com;0972-0119;1;21;2029
BRASIL;Xpm Soluções Em Logística Ltda;8898687000136;Rua Dona Francisca, nº 8300, Bloco K5 - Distrito Industrial;Joinville;SC;89219600;andre.xavier@xpmlogistica.com.br;0741-0216;2;11;2026
BRASIL;AZURELOG TRANSPORTES LTDA;85348407000167;RODOVIA BR - 101 - S/N -KM 43 GALPÃO 01;Joinville;SC;89213125;gelson.araujo222@gmail.com;1501-0625;6;13;2035
BRASIL;Bolsa Taxi Aéreo Logística E Administração Ltda;80739014000160;Rodovia BR 282, s/n - anexo Aeroporto Lages - B - Guarujá;Lages;SC;88516890;thiago@voebta.com.br;0846-0717;7;5;2027
BRASIL;Transportadora De Bens Santa Catarina Ltda;7357980000123;Rua Caetano Vieira da Costa, nº 654 - 2º andar B - Centro;Lages;SC;88502070;transbesc@transbesc.com.br;0848-0717;7;18;2027
BRASIL;Safflog Transportes E Logística Integrada Ltda;15245792000131;Rodovia Ingo Hering, n° 1601, Galpão 05, Sala 01 - Bairro São Domingos;Navegantes;SC;88370888;MAURILHO.FAGUNDES@SAFFTRANSPORTES.COM.BR;1384-1123;11;1;2033
BRASIL;Contlog Cargo Ltda;49551050000156;Rodovia BR 470,  Ingo Hering, Nº 1601, Galpão 02, Sala 14 - São Domingos;Navegantes;SC;88370888;qualidade@contlog.com.br?;1439-0824;8;21;2034
BRASIL;Contlog Transportes Ltda;37361428000170;RODOVIA FEDERAL BR 470 - INGO HERING - Nº 1601 - GALPÃO 01 - ÁREA 02 - SÃO DOMINGOS;Navegantes;SC;88370888;gustavoskiadv@outlook.com;1308-1022;10;20;2032
BRASIL;Kether Logística E Soluções Industriais Ltda;44474613000136;RUA ESTEVÃO PIVATTO Nº 453 - CENTRO;Navegantes;SC;88370234;financeiro@ketherlog.com.br;1329-0223;2;15;2033
BRASIL;Busco Log Fln Transportes Ltda;29461751000197;RUA LUIZ TADEU GANDOLFI DUTRA, Nº 112, CIEP 2 - JARDIM ELDORADO;Palhoça;SC;88133568;gustavoskiadv@outlook.com;1214-1221;12;29;2031
BRASIL;Seka Comércio, Importação, Exportação E Transportes Ltda.;73682676000186;Rua Capitão Osmar Romão da Silva, 663 - Centro;Rio Negrinho;SC;89295000;seka@seka.com.br;0148-1105;11;29;2015
BRASIL;Liebl Transportes Ltda;18588671000180;ESTRADA CONRADO LIEBL- 1713 - SALA 07 - SERRA ALTA;São Bento do Sul;SC;89291170;ADISON@SUNORTE.COM.BR;1076-0520;5;15;2030
BRASIL;Mar Azul Logística, Armazenamento, Terminal E Transporte S.A.;7628866000190;RUA QUINTINO BOCAIUVA, Nº 67, SALA 06 - CENTRO;São Francisco do Sul;SC;89240000;rodrigo.cuesta@norsul.com;1222-0122;1;26;2032
BRASIL;Metalcargo Operador Logístico Ltda;19037622000112;RUA ETELVINO QUINTINO DOS SANTOS Nº 55 - ACARAI;São Francisco do Sul;SC;89240000;J.FERNANDES@METALCARGO.COM.BR;1108-0920;9;4;2030
BRASIL;Nova Transporte Multimodal Ltda;6139591000169;Rodovia Olívio nóbrega s/n, Bairro Paulas;São Francisco do Sul;SC;89240000;inajara@novatransporte.com.br;0141-1005;10;25;2015
BRASIL;Otm Soluções Logísticas Ltda.;1554212000183;Rua Almirante Guillhen, n° 2, sala107 - Centro Histórico;São Francisco do Sul;SC;89240000;FINANCEIRO@OTMLOGISTICA.COM.BR;0311-1108;11;19;2018
BRASIL;Mandira Transportes E Logística Ltda;47918176000190; RUA LOTEAMENTO COSTA ESMERALDA 61, GALPÃO, BAIRRO SANTA LUZIA;Tijucas;SC;88200000;gustavoskiadv@outlook.com;1364-0823;8;10;2033
BRASIL;M&K Transportes Rodoviários Ltda;24990245000171;RUA SILVIO BURIGO, Nº 3410, SALA 10 - MONTE CASTELO;Tubarão;SC;88702504;murilo@trcoelho.com.br;1228-0222;2;24;2032
BRASIL;Transportes Rasador Ltda.;88081039000121;Rua Laudelino M. Alexandre, 90 - Bairro Juventude;Bento Gonçalves;RS;95700000;clacir@rasador.com.br;0117-0805;8;23;2015
BRASIL;Dalla Valle Transportes Ltda;389587000172;Rua Dante  Larentis, 312, sala 208 - Bairro Cidade Alta;Bento Gonçalves;RS;95700000;mauro@dallavalle.com.br;0183-0406;4;19;2016
BRASIL;Interlink Transportes Internacionais Ltda.;94492899000150;Av. Frederico Augusto Ritter, nº 4901 - sala 102 a 106 - Distrito Industrial;Cachoeirinha;RS;94930000;francisco@interlinkcargo.com.br;0002-0205;3;26;2025
BRASIL;Bringer Do Brasil Agenciamento De Cargas Nacionais E Internacionais Ltda;94001641000104;Avenida Cruzeiro, nº 300 - Distrito industrial;Cachoeirinha;RS;94930615;fabiana@bringercargo.com.br;0821-0117;1;23;2027
BRASIL;Agência De Cargas Asas Eireli;28803365000173;Av. Frederico Augusto Ritter, 4901, sala 102 - Distrito Industrial;Cachoeirinha;RS;94931001;mandelli@azazlog.com.br;1011-0819;8;21;2029
BRASIL;Agência Sul Americana De Serviços E Representações Ltda;7570588000168;AVENIDA FREDERICO AUGUST RITTER Nº 4901 - SALA 21- DISTRITO INDUSTRIAL;Cachoeirinha;RS;94930000;asas@asaslog.com.br;0536-0113;1;3;2023
BRASIL;Rodasul Logística E Transportes S/A;92379726000103;Estrada Rs 118, Km 11 nº 12.760 - Jardim Betânia;Cachoeirinha;RS;94901970;ane.lopes@agv.com.br;0197-0806;8;21;2016
BRASIL;Rodasul Logística E Transportes S/A;92379726000103;Estrada Rs 118, Km 11 nº 12.760 - Jardim Betânia;Cachoeirinha;RS;94901970; estevio.salvadori@agv.com.br;0197-0806;8;21;2016
BRASIL;Globall Logistica E Comercio Exterior Ltda;13925723000143;Rodovia RS 239, n° 5966, KM 19, SALA 04, ARMZ 7A1 7A2, 7B, 7C, 7D, 7E, ARMZ 8A, 8B, 9, 12, 15, Bairro Industrial II;Campo Bom;RS;93700000;ricardo.ely@xgloball.com.br;0562-0613;1;29;2034
BRASIL;Xperto Transporte Ltda;41792167000110;RODOVIA RS 239, KM 19, Nº 5966, SALA A - ZONA INDUSTRIAL II;Campo Bom;RS;93700000;gustavoskiadv@outlook.com;1207-1221;12;8;2031
BRASIL;Jdl Express Transportes Rodoaéreo Eireli - Me;14307558000129;Rua Dom João Becker, nº 164;Canoas;RS;92200030;vinicius.costa@jdlexpress.com.br;0772-0716;7;4;2026
BRASIL;Dias & Castro Express Ltda;29677288000115;RUA CALIFÓRNIA, Nº 406 - MATO GRANDE;Canoas;RS;92323000;meiry@diasecastroexpress.com.br;1275-0722;7;26;2032
BRASIL;Blc Log Logística E Transporte Multimodais Ltda;19875292000134;RUA ROBERTO FRANCISCO BEHRENS, 225 / BLOCO T APT. 201 - MATO GRANDE;Canoas;RS;92320060;blc@blclog.com.br;0880-0118;1;23;2028
BRASIL;Br Logística Rodo E Aéreo Ltda;7407573000183;RUA ALEGRETE  Nº 33 -  NITERÓI;Canoas;RS;92120170;rt@brlogmultimodal.com.br;0460-1011;11;16;2031
BRASIL;Modular Transportes Ltda;88009030000100;Av. Santos Ferreira, nº 3500 - Estância Velha;Canoas;RS;92030138;qualidade@modular.com.br;0477-0212;2;14;2022
BRASIL;Svt Provedor Logístico Ltda - Epp;17112478000106;AV. GETÚLIO VARGAS Nº 2575 - NITERÓI;Canoas;RS;92120124;RODRIGO@AZULCARGORS.COM.BR;0864-1017;10;5;2027
BRASIL;Time Log Soluções Em Logística Ltda;32734416000120;Rua Venâncio Aires nº 1239 - Centro;Caxias do Sul;RS;95020430;timelogsolucoes@gmail.com;1278-0822;8;8;2032
BRASIL;Transportes Pellenz Ltda;90300583000169;RUA MANSUETO BOSSARDI, 380 – BAIRRO DE LAZZER;Caxias do Sul;RS;95055123;pellenz@pellenz.com.br;0213-1106;11;16;2016
BRASIL;Transportes Translovato Ltda;89823918000144;Rua Honorato Bazei, nº 225, Distrito Industrial;Caxias do Sul;RS;95112140;regulatorio@bbmlogistica.com.br;1389-1123;11;16;2033
BRASIL;Mr Cargas E Encomendas Ltda;7348003000160;Rua Ludovico Cavinatto, nº 2546 - Santa Catarina;Caxias do Sul;RS;95032620;CAMILA@VESPERCARGAS.COM.BR;0826-0217;2;17;2027
BRASIL;Mundial Cargo Logística Em Transporte Eireli;31332777000187;Rua Luiz Michielon, 1191, sala térrea - Cruzeiro;Caxias do Sul;RS;95074000;leandro@mundialcargo.com.br;0978-0419;4;18;2029
BRASIL;Lena Express Transportes Ltda;10865872000176;RUA TULIO DAS SOIS 27 - SALA 9 - LJ.  09 - Bela Vista;Caxias do Sul;RS;95072410;financeiro@lenaexpress.com.br;1453-1124;11;12;2034
BRASIL;Caxias Cargas Aéreas Ltda ;2463394000140;Rua Abramo João Mazzochi, nº 481 ;Caxias do Sul;RS;95042010;picolli@ccaexpress.com.br;0678-0615;10;31;2035
BRASIL;Cargocenter Agência De Cargas Ltda;702501000110;Rua Ettore Lazarotto, nº 320 - Santa Catarina;Caxias do Sul;RS;95030320;gerenciageral@cargocenter.com.br;0874-1217;12;6;2027
BRASIL;CONEXLOG TRANSPORTE DE CARGAS EXPRESSAS LTDA;26091064000139;R DOMINGOS OLIVA DOS SANTOS Nº 90;Caxias do Sul;RS;95012320;ronipassos@conexlogcargas.com.br;0803-1116;7;13;2036
BRASIL;Balcão Balcão Tecnologia Em Soluções Logísticas Ltda;34168068000104;Rua Ernesto Alves, nº 1341, Bloco 1, Sala 07 - Nossa Senhora de Lourdes;Caxias do Sul;RS;95020360;contato@balcaobalcao.com.br;1339-0323;3;15;2033
BRASIL;Foco Agência De Cargas Ltda;7784967000150;Rua Constantino Manfro, 113, Sagrada Familia;Caxias do Sul;RS;95052130;evandro@fococargo.com.br;0799-1016;10;19;2026
BRASIL;Foco Agência De Cargas Ltda;7784967000150;Rua Constantino Manfro, 113, Sagrada Familia;Caxias do Sul;RS;95052130; andresa@primecont.srv.br;0799-1016;10;19;2026
BRASIL;Flex Cargo Ltda;22086483000121;RUA ILARIO SANTO PASQUALI, Nº 71 - NOSSA SENHORA DE FÁTIMA;Caxias do Sul;RS;95041220;cadastro@cenci.srv.br;1227-0222;2;18;2032
BRASIL;Granzotto Transporte E Logística Eireli Me;25144020000167;Rua Parteira Toscana, 881 - Bairro São José;Caxias do Sul;RS;95042750;gustavo@granzottotransportes.com.br;1079-0520;5;15;2030
BRASIL;Xkm Serviços Em Logistica E Transportes Ltda;29801009000183;RUA CLAUDINO MARCELINO FADANELLI, Nº 159 - CIDADE NOVA;Caxias do Sul;RS;95112070;contato@xkmlogistica.com.br;1263-0622;6;15;2032
BRASIL;Dm Transporte E Logística Internacional S/A;89154041000146;BR 290 km 108 Caixa Postal 01;Eldorado do Sul;RS;92990000;dm@dminternacional.com;0090-0705;7;12;2015
BRASIL;Fervi Transportes Ltda;8490703000157;RUA DOS FERROVIÁRIOS, Nº 215, SALA 1506 - CENTRO;Esteio;RS;93265150;diretoria@vfexpress.com.br;1462-1224;12;30;2034
BRASIL;Fervi Transportes Ltda;8490703000157;RUA DOS FERROVIÁRIOS, Nº 215, SALA 1506 - CENTRO;Esteio;RS;93265150;tavarespro@hotmail.com;1462-1224;12;30;2034
BRASIL;Lf Transportes Ltda;3471254000186;RST 453 - Km 109 - Rio Buratto;Farroupilha;RS;95180000;gerencia@lftransportes.com.br;0766-0616;6;22;2026
BRASIL;Transportes Macuim Ltda;13091403000135;RUA GERONIMO FRANCISCHINI Nº 713 - NOVA MILANO;Farroupilha;RS;95182000;FINANCEIRO@MBLOGTRANSPORTES.COM.BR;1294-0922;9;20;2032
BRASIL;Transportadora Plimor Ltda.;88085485000104;Rod. RS122, S/N, Km 61 - Bairro Industrial;Farroupilha;RS;95180000;;0192-0606;6;26;2016
BRASIL;Vinhedos Transportes Ltda;93561108000134;RUA CLEMENTE PEDRO DALCIN, 375 - BAIRRO - TAMANDARE;Garibaldi;RS;95720000;pauloguerra@vinhedostransportesa.com.br;1104-0820;8;13;2030
BRASIL;ATRHOL AGÊNCIA E TRANSPORTES HORIZONTINA LTDA;6208105000117; Rua das Indústrias, nº 245;Horizontina;RS;98920000;jorge@atrhol.com.br;1475-0225;2;25;2035
BRASIL;Cassio Rafael Cansi & Cia Ltda;7902228000116;RUA DOS IMIGRANDES Nº 688 - CENTRO;Horizontina;RS;98920000;cassio@flechaazul.com.br;1063-0320;3;18;2030
BRASIL;Canaro Transportes Ltda;22938787000170;RODOVIA BR 386, KM 342 - Nº 5827 -  SALA 02 - OLARIAS;Lajeado;RS;95910160;lajeado@canarotransportes.com.br;1373-0923;9;11;2033
BRASIL;Mtl Transporte Rodoviário De Cargas Ltda;11274148000130;Rua Rudolfo Behne, 166, prédio 2 - Centro;Lindolfo Collor;RS;93940000;alvaro@gminuano.com.br;1096-0720;7;30;2030
BRASIL;Deposul Transporte E Logística Ltda;23815200000106;ESTRADA MONTENEGRO POLO RS 124, SN, GALPÃO DEPOSUL KM 16 SALA 06;Montenegro;RS;95529899;gg@ngcontabil.com.br;1386-1123;11;6;2033
BRASIL;Top Global Assessoria Aduaneira Ltda;9031864000145;RUA BARÃO DE COTEGIPE Nº 44 - PRIMAVERA;Novo Hamburgo;RS;93344260;diego@topglobalprovider.com.br;0796-1016;10;18;2026
BRASIL;SK TRANSPORTE E LOGÍSTICA LTDA;39283025000185;Rua Vinte e Cinco de Julho, nº 1151, Loja 2;Novo Hamburgo;RS;93310251;luisfernando@azulcargors.com.br;1495-0525;5;12;2035
BRASIL;MCN TRANSPORTE E LOGISTICA INTERNACIONAL LTDA;7620879000466;AV DAS INDUSTRIAS N.º 469 - SALA 202 E 203;Porto Alegre;RS;90200290;qualidade@macenor.com;1512-0825;8;12;2035
BRASIL;The Runtime Logística Ltda - Epp;5364263000101;RUA CHAVES BARCELOS, 27 - SALA 606;Porto Alegre;RS;90030120;otm@theruntime.com.br;0791-0816;8;18;2026
BRASIL;Transportes Luft Ltda;87689402000123;AVENIDA SEVERO DULLIUS Nº 1.395 - 4º ANDAR - SALA 404 - ANCHIETA;Porto Alegre;RS;90200310;paralegal.corporativo@luft.com.br;0574-0813;8;6;2023
BRASIL;Transportes Gabardo Ltda;92644483000185;RUA VITOR VALPÍRIO, Nº 715 - ANCHIETA;Porto Alegre;RS;90200230;frota@transgabardo.com.br;0443-0811;11;30;2031
BRASIL;Transportadora Pigatto Ltda;93653830000107;AV. DAS INDUSTRIAS Nº 275;Porto Alegre;RS;90200290;VALDECIR@PIEX.COM.BR;0547-0313;3;7;2023
BRASIL;Transeich Assessoria E Transportes Ltda;88246251000100;Av. das Indústrias, 389 - Bairro Anchieta;Porto Alegre;RS;90200290;tomas.salomoni@kuehne-nagel.com;0045-0517;5;10;2027
BRASIL;Troca Transportes Eireli;193687000129;AV. WILLY EUGENIO FLECK, 305 - RUBEM BERTA;Porto Alegre;RS;91150180;ivete.ritter@grupotroca.com.br;1072-0420;4;17;2030
BRASIL;Latitude Logistica Ltda;15711933000164;RUA DOM PEDRO II, Nº 1240, SALA 513 - SÃO JOÃO;Porto Alegre;RS;90550141;enio@latitudelog.com.br;0502-0812;10;29;2031
BRASIL;Navegação Aliança Ltda;92691609000172;Avenida Padre Cacique, 320 - Praia de Belas;Porto Alegre;RS;90810240;atico.scherer@trevisa.com.br;0114-0805;8;19;2015
BRASIL;Dsl Do Brasil Transporte & Logistica Ltda - Epp;97434690000129;RUA NICOLAU ELY, 352 - PAVILHÃO - BAIRRO VILA FLORESTA;Porto Alegre;RS;91040631;adriano@twt.com.br;0537-0113;1;10;2023
BRASIL;Extrhema Transportes Ltda;7645103000158;Av. São Paulo nº 636 - Salas 204/205 - São Geraldo;Porto Alegre;RS;90230160;HERMES@EXTRHEMA.COM.BR;0632-0714;7;23;2024
BRASIL;Geo Maritima Intermodal Ltda.;10933098000193;RUA COMENDADOR RHEINGANTZ, Nº 53, SALA 201 - AUXILIADORA;Porto Alegre;RS;90450020;contabilidade@geomaritima.com.br;0444-0811;8;11;2031
BRASIL;KIELING MULTIMODAIS DE TRANSPORTES LTDA;2600037000186;Avenida Francisco Silveira Bitencourt, nº 1369 ;Porto Alegre;RS;91150010;tgoncalves@kieling.com.br;0071-0505;7;2;2035
BRASIL;KODEX LOGISTICA LTDA;20735946000103;TV SAO JOSE;Porto Alegre;RS;90240200;fiscal@atcf.com.br;0660-1214;7;8;2036
BRASIL;KODEX LOGISTICA LTDA;20735946000103;TV SAO JOSE;Porto Alegre;RS;90240200;FINANCEIRO@KODEXEXPRESS.COM;0660-1214;7;8;2036
BRASIL;CARGO WAY TRANSPORTE E ARMAZENAGEM LTDA;19950594000120;Rua Mostardeiro, nº 322, sala 802;Porto Alegre;RS;90430000;diego@cargowaylog.com;1470-0225;2;12;2035
BRASIL;CORELOG LOGÍSTICA LTDA.;33767574000149; Rua Maurício Sirotski Sobrinho, 274;Porto Alegre;RS;90480160;tatiana.pradier@corelog.com.br;1059-0320;3;16;2030
BRASIL;CORELOG LOGÍSTICA LTDA.;33767574000149; Rua Maurício Sirotski Sobrinho, 274;Porto Alegre;RS;90480160;RH@CORELOG.COM.BR;1059-0320;3;16;2030
BRASIL;Costa Serviços Marítimos Ltda;1708418000110;AVENIDA SÃO PEDRO 1001 - SALA 202 - SÃO GERALDO;Porto Alegre;RS;90230121;EDISON@COSTALOGISTICA.COM.BR;1051-0120;1;28;2030
BRASIL;Ctil Logística Ltda;90950338000105;Alameda Eduardo Guimarães, nº 38 - Bairro Três Figueiras;Porto Alegre;RS;91340350;luciana.aranha@ctil.com.br;0661-0215;2;3;2025
BRASIL;Aerolog Logística Cargas Aéreas Ltda;2515128000113;Avenida Cairú, 91, 1º andar - Navegantes;Porto Alegre;RS;90230031;benicio.haas@aerolog.com.br;1067-0320;3;23;2030
BRASIL;Cransport Logística Portuária Ltda;5591362000118;Rua Professor Guillermo Enrique Dawson, nº 150 - Bairro 4 -Seção da Barra;Rio Grande;RS;96204060;luciana.aranda@ctil.com.br;0709-0915;9;14;2025
BRASIL;Grifo Marine Agenciamento Marítimo Ltda;32991174000150;RUA BARÃO DE COTEGIPE, Nº 443, SALA 1310 - CENTRO;Rio Grande;RS;96200290;mauri@grifomarine.com.br;1212-1221;12;16;2031
BRASIL;Terminal Marítimo Luiz Fogliatto S/A;74109828000119;Avenida Almirante Maximiano Fonseca nº. 6361 – Distrito Industrial;Rio Grande;RS;96204040;dawson@termasa.com.br;0233-0207;2;23;2017
BRASIL;Torontolog Transportes E Logistica Ltda;10787871000150;Rua Professor Guillermo Enrique Dawson (DIRG), Nº 550, Apto 115 - Zona Portuária;Rio Grande;RS;96204400;administrativo@torontolog.com.br;1409-0224;2;22;2034
BRASIL;Sagres Agenciamentos Marítimos Ltda.;74617358000102;Avenida Major Carlos Pinto, nº 532, sala 101, 1º andar - Cidade Nova;Rio Grande;RS;96211020;csenhora@sagresrg.com.br;1312-1222;12;1;2032
BRASIL;Sampayo Nickhorn S/A;88981139000104;Rua Riachuelo, 197 - 1º Andar;Rio Grande;RS;96200390;sampayo@sampayo.com.br;0019-0305;3;23;2015
BRASIL;SAGRES LOGISTICA LTDA;53101894000172;AVENIDA MAJOR CARLOS PINTO, Nº 532;Rio Grande;RS;96211020;csenhora@sagresrg.com.br;1536-0326;3;16;2036
BRASIL;Vbr Logística Ltda;1176077000180;Rua Vereador Benno João Kist, nº 620 - Santo Inácio;Santa Cruz do Sul;RS;96820688;mloebens@vbrlogistica.com.br;0761-0616;6;6;2026
BRASIL;Kol Transportes Ltda;3568819000148;Rua Fernando Abott, nº 895, sala 106;Santa Cruz do Sul;RS;96810148;rosi@kollogistica.com.br;0762-0616;6;6;2026
BRASIL;Ad Shipping Agenciamento De Cargas Ltda;24875425000102;RUA ERNESTO CARLOS ISERHARD, Nº 526 - HIGIENOPOLIS;Santa Cruz do Sul;RS;96825040;dayane@adshipping.com.br;1319-0123;1;19;2033
BRASIL;Expresso Lf Ltda - Epp;18137874000150;ROD. BR 116, 544 KM 114 - BAIRRO INDUSTRIAL;São Marcos;RS;95190000;coletas@expressolf.com.br;0851-0717;7;18;2027
BRASIL;Cooperativa Mista De Transportes De Cargas Nacional E Internacionais Da Fronteira Oeste Ltda;16716247000149;AV. MARECHAL SETEMBRINO DE CARVALHO Nº 2300 - IPIRANGA;Uruguaiana;RS;97507380;diretoria@cootrafrol.com.br;1120-1020;10;21;2030
BRASIL;Cooperativa Mista De Transportes De Cargas Nacional E Internacionais Da Fronteira Oeste Ltda;16716247000149;AV. MARECHAL SETEMBRINO DE CARVALHO Nº 2300 - IPIRANGA;Uruguaiana;RS;97507380; presidente@cootrafrol.com.br;1120-1020;10;21;2030
BRASIL;Dica Movimentações Ltda;7715580000142;Rua Julio de Castilhos nº 1564 - Sala A - Centro;Venâncio Aires;RS;95800000;gabriel@dicamovimentacoes.com.br;0602-0114;1;24;2024
BRASIL;LONTANO TRANSPORTES LTDA;11455829000103;Avenida Zilá Corrêa Machado, ;Campo Grande;MS;79065900;contabilidade@lontano.com.br;1513-0825;8;12;2035
BRASIL;LONTANO TRANSPORTES LTDA;11455829000103;Avenida Zilá Corrêa Machado, ;Campo Grande;MS;79065900;sejur@lontano.com.br;1513-0825;8;12;2035
BRASIL;Contínua Logística Internacional Eireli;10958894000180;TRAVESSA H, Nº 87 - BAIRRO: BAÚ;Cuiabá;MT;78008195;rodrigo@continuaonline.com.br;1089-0720;7;14;2030
BRASIL;Centro Oeste - Cargas E Encomendas Ltda;1824740000105;Rua D, nº 301, Distrito Industrial;Cuiabá;MT;78098300;marcoscuiaba@aguiasul.com.br;1378-0923;9;22;2033
BRASIL;Transmino Transportes Ltda;4762849000153;AVENIDA V Nº 525 - DISTRITO INDUSTRIAL;Cuiabá;MT;78098480;FRANCISCO@PORTOSECO.COM;0993-0619;6;17;2029
BRASIL;Fs Florestal S.A.;47242860000103;Estrada Linha 01A, a 900 metros do KM 07 da Avenida das Indústrias, S/N, Sala 01, Distrito Industrial;Lucas do Rio Verde;MT;78460752;gustavo@navarroprado.com.br ;1442-0824;8;28;2034
BRASIL;Fribon Transportes Ltda;10280806000134; Rua Rio Preto, 781 - Parque Industrial Vetorasso;Rondonópolis;MT;78746010;fiscal@fribontransportes.com.br;1362-0823;8;2;2033
BRASIL;Bom Jesus Transportes E Logística Ltda;3861231000188;Avenida Itrio Correa da Costa, nº 611 - Vila Salmem;Rondonópolis;MT;78705540;carley.fernando@bomjesustransportes.com.br;0581-0913;9;12;2023
BRASIL;Transportes Botuverá Ltda;78261252000161;Rodovia BR 163, Km 119, sala 04 - Distrito Industrial Vetorasso - Gleba Jurigue;Rondonópolis;MT;78746055;compras@botuvera.com;0852-0817;8;3;2027
BRASIL;Rumo Malha Norte S.A.;24962466000136;RUA B - S/N - RODOVIA BR 163 - KM 95 - LOTE 1A - SALA 01 - PARQUE INDUSTRIAL INTERMODAL DE RONDONÓPOLIS;Rondonópolis;MT;78746860;camille.viana@rumolog.com;1161-0521;5;26;2031
BRASIL;Mafro Transportes Ltda;8858785000140;AVENIDA RENATO VETORASSO, 388, LOTE 9/22 QUADRA 12,  PARQUE INDUSTRIAL FABRÍCIO VETORASSO MENDES;Rondonópolis;MT;78746740;;1358-0623;6;29;2033
